height,geometry
6,"POLYGON ((244495.4648000002 2546768.9114999995, 244495.4648000002 2546756.301999999, 244479.25260000024 2546758.7038000003, 244480.45349999983 2546768.9114999995, 244495.4648000002 2546768.9114999995))"
4,"POLYGON ((246544.9018000001 2546765.213199999, 246544.9018000001 2546755.6060000006, 246532.29220000003 2546755.6060000006, 246533.4930999996 2546764.6128000002, 246540.69859999977 2546765.8137, 246544.9018000001 2546765.213199999))"
10,"POLYGON ((245649.48230000027 2546768.937999999, 245648.28139999975 2546756.9289999995, 245635.07139999978 2546755.1275999993, 245620.66060000006 2546759.9311999995, 245621.26099999994 2546767.7370999996, 245649.48230000027 2546768.937999999))"
10,"POLYGON ((246521.15689999983 2546774.0834, 246521.77240000013 2546753.6056999993, 246506.52099999972 2546754.8156000003, 246508.87449999992 2546774.2200000007, 246517.28089999966 2546776.021400001, 246521.15689999983 2546774.0834))"
5,"POLYGON ((246607.64919999987 2546762.8114, 246607.04870000016 2546752.0032, 246599.24280000012 2546752.603700001, 246598.6423000004 2546763.4119000006, 246601.04420000035 2546764.0122999996, 246607.64919999987 2546762.8114))"
13,"POLYGON ((246974.1361999996 2546768.050899999, 246975.3295 2546754.3275000006, 246947.36610000022 2546751.1033999994, 246948.25650000013 2546765.8939999994, 246974.1361999996 2546768.050899999))"
11,"POLYGON ((245123.0111999996 2546768.9378999993, 245125.9173999997 2546754.4069999997, 245104.79750000034 2546754.4069999997, 245102.59580000024 2546762.3329000007, 245107.99990000017 2546765.3352000006, 245115.20529999956 2546765.3352000006, 245115.20529999956 2546768.9378999993, 245123.0111999996 2546768.9378999993))"
4,"POLYGON ((246596.2405000003 2546762.2108999994, 246595.64010000043 2546749.001, 246588.43460000027 2546750.8023000006, 246583.63100000005 2546750.2018999998, 246583.63100000005 2546763.4119000006, 246596.2405000003 2546762.2108999994))"
6,"POLYGON ((244435.46740000043 2546751.8434999995, 244421.2324000001 2546750.4878000002, 244424.58609999996 2546797.4338000007, 244432.85589999985 2546799.0878, 244435.46740000043 2546751.8434999995))"
5,"POLYGON ((246821.4765999997 2546758.1805000007, 246822.67750000022 2546753.3769000005, 246816.67300000042 2546750.9749999996, 246815.47200000007 2546755.7786999997, 246817.2734000003 2546758.1805000007, 246821.4765999997 2546758.1805000007))"
11,"POLYGON ((246578.22690000013 2546782.0259000007, 246579.4277999997 2546747.1996, 246566.21779999975 2546747.1996, 246568.61959999986 2546763.4119000006, 246573.4232999999 2546762.2108999994, 246575.2246000003 2546762.8114, 246573.4232999999 2546764.6128000002, 246568.01919999998 2546764.0122999996, 246571.0214999998 2546782.6263999995, 246578.22690000013 2546782.0259000007))"
5,"POLYGON ((245116.1172000002 2546776.0250000004, 245113.4040000001 2546768.3375000004, 245095.5706000002 2546766.3560000006, 245098.9930999996 2546762.9333999995, 245097.79220000003 2546758.7302, 245100.19400000013 2546753.3260999992, 245099.59350000042 2546748.522500001, 245083.38129999954 2546748.522500001, 245081.57990000024 2546750.9243, 245083.38129999954 2546755.1274999995, 245095.9907999998 2546760.5316000003, 245091.99629999977 2546761.863, 245085.78309999965 2546760.5316000003, 245085.18259999994 2546758.7302, 245075.57540000044 2546756.328400001, 245075.57540000044 2546755.1274999995, 245071.3722000001 2546755.1274999995, 245067.7695000004 2546761.1319999993, 245064.76719999965 2546761.7325, 245064.76719999965 2546765.3352000006, 245068.36990000028 2546766.5361, 245058.94739999995 2546769.6768999994, 245060.54250000045 2546776.0572999995, 245105.38499999978 2546777.3663999997, 245116.1172000002 2546776.0250000004), (245094.18939999957 2546770.7392999995, 245094.7899000002 2546769.5384, 245095.9907999998 2546771.3397000004, 245094.18939999957 2546770.7392999995), (245070.7717000004 2546769.5384, 245070.17129999958 2546767.7369999997, 245074.37449999992 2546768.3375000004, 245074.37449999992 2546769.5384, 245070.7717000004 2546769.5384))"
5,"POLYGON ((246905.05009999964 2546775.559800001, 246902.64829999954 2546776.1602, 246902.64829999954 2546775.559800001, 246905.05009999964 2546775.559800001, 246909.8537999997 2546775.559800001, 246910.45419999957 2546778.562000001, 246923.06379999965 2546774.9593, 246922.46329999994 2546768.3543, 246915.25789999962 2546767.1534, 246923.66420000046 2546764.751599999, 246922.46329999994 2546748.5393000003, 246915.85830000043 2546748.5393000003, 246915.25789999962 2546754.5439, 246913.45650000032 2546752.1421000008, 246912.85599999968 2546746.738, 246902.04789999966 2546747.3384000007, 246900.24650000036 2546780.9639, 246906.2511 2546779.7630000003, 246905.05009999964 2546775.559800001))"
10,"POLYGON ((245340.9759999998 2546757.9450000003, 245340.9759999998 2546747.9220000003, 245328.36649999954 2546747.3215999994, 245327.76599999983 2546756.9288999997, 245340.9759999998 2546757.9450000003))"
6,"POLYGON ((246433.767 2546752.3390999995, 246433.767 2546745.1336000003, 246422.15340000018 2546746.9202999994, 246423.55929999985 2546751.1382, 246428.96339999977 2546752.9395000003, 246433.767 2546752.3390999995))"
6,"POLYGON ((246689.61120000016 2546753.8046000004, 246690.81209999975 2546746.5990999993, 246673.9994000001 2546745.3981999997, 246672.79849999957 2546748.4004999995, 246673.39890000038 2546754.4049999993, 246689.61120000016 2546753.8046000004))"
8,"POLYGON ((247128.28259999957 2546760.4637, 247126.01779999956 2546744.6096, 247103.80099999998 2546745.8104999997, 247104.50590000022 2546763.435799999, 247128.28259999957 2546760.4637))"
9,"POLYGON ((246291.66789999977 2546752.313100001, 246290.46700000018 2546746.3084999993, 246285.66330000013 2546746.909, 246285.66330000013 2546754.7149, 246288.66559999995 2546755.315300001, 246291.66789999977 2546752.313100001))"
9,"POLYGON ((247372.20390000008 2546752.4155, 247371.00299999956 2546743.4087000005, 247362.59669999965 2546745.2101000007, 247364.39800000004 2546751.2146000005, 247372.20390000008 2546752.4155))"
9,"POLYGON ((245132.61849999987 2546750.3238999993, 245131.41760000028 2546745.520199999, 245123.61170000024 2546747.3215999994, 245124.81259999983 2546753.9266, 245132.61849999987 2546750.3238999993))"
5,"POLYGON ((247081.99170000013 2546766.4941000007, 247086.89499999955 2546744.4288999997, 247077.98149999976 2546742.8082999997, 247058.76690000016 2546751.2146000005, 247058.76690000016 2546762.623299999, 247081.99170000013 2546766.4941000007))"
4,"POLYGON ((245290.53789999988 2546794.7575000003, 245290.53789999988 2546783.9493000004, 245279.72970000003 2546782.748400001, 245278.52880000044 2546786.3510999996, 245277.32789999992 2546786.3510999996, 245275.5264999997 2546776.7437999994, 245270.7229000004 2546776.1434000004, 245270.1224999996 2546771.940199999, 245256.91249999963 2546770.9241000004, 245256.91249999963 2546764.134299999, 245246.34009999968 2546766.3999000005, 245244.90340000018 2546761.1319999993, 245246.10429999977 2546759.9310999997, 245250.9079 2546762.3329000007, 245257.51290000044 2546762.3329000007, 245256.31199999992 2546753.3260999992, 245240.70019999985 2546755.1274999995, 245242.50160000008 2546752.1251999997, 245259.31429999974 2546751.5248000007, 245259.91469999962 2546755.7279000003, 245267.12019999977 2546756.328400001, 245263.51750000007 2546756.328400001, 245262.31659999955 2546759.3307000007, 245262.91700000037 2546761.1319999993, 245260.51520000026 2546761.7325, 245260.51520000026 2546767.7369999997, 245273.72520000022 2546767.7369999997, 245277.21169999987 2546777.3248999994, 245286.92109999992 2546778.9431999996, 245284.9748999998 2546755.6579, 245281.97470000014 2546744.1646, 245258.11340000015 2546746.7211000007, 245244.30289999954 2546744.3192999996, 245223.2871000003 2546746.7211000007, 245223.2871000003 2546756.328400001, 245234.69570000004 2546756.328400001, 245236.49700000044 2546749.7234000005, 245238.29839999974 2546753.3260999992, 245238.89890000038 2546770.138800001, 245245.50380000006 2546773.1411000006, 245248.50609999988 2546772.5407, 245249.1065999996 2546773.7415999994, 245252.10879999958 2546772.5407, 245252.10879999958 2546774.342, 245243.70249999966 2546777.3443, 245244.30289999954 2546782.1479, 245271.3234000001 2546786.9516000003, 245272.5242999997 2546789.3533999994, 245267.1102 2546789.3533999994, 245271.10319999978 2546800.0579000004, 245285.13379999995 2546802.5634000003, 245290.53789999988 2546794.7575000003), (245262.31659999955 2546779.1456000004, 245262.91700000037 2546777.3443, 245264.11789999995 2546777.3443, 245263.51750000007 2546779.1456000004, 245262.31659999955 2546779.1456000004), (245261.71609999985 2546778.5451999996, 245259.31429999974 2546777.3443, 245261.11569999997 2546777.944700001, 245261.71609999985 2546778.5451999996), (245258.11340000015 2546777.944700001, 245254.51070000045 2546777.944700001, 245254.51070000045 2546776.7437999994, 245258.11340000015 2546777.944700001, 245258.71380000003 2546777.3443, 245258.71380000003 2546777.944700001, 245258.11340000015 2546777.944700001), (245238.89890000038 2546754.5270000007, 245240.09979999997 2546754.5270000007, 245240.09979999997 2546755.1274999995, 245238.89890000038 2546754.5270000007))"
6,"POLYGON ((246463.72800000012 2546747.1384999994, 246463.72800000012 2546742.334899999, 246459.52479999978 2546742.9354, 246460.7257000003 2546748.9398999996, 246463.72800000012 2546747.1384999994))"
9,"POLYGON ((245216.08160000015 2546754.5270000007, 245215.48110000044 2546744.9198000003, 245198.66839999985 2546744.3192999996, 245199.26889999956 2546755.1274999995, 245216.08160000015 2546754.5270000007))"
3,"POLYGON ((247260.70029999968 2546767.2459999993, 247259.8298000004 2546744.085999999, 247232.36330000032 2546745.2818, 247232.93039999995 2546766.833900001, 247242.90629999992 2546766.1216, 247259.9327999996 2546768.0134999994, 247260.70029999968 2546767.2459999993), (247235.90089999977 2546756.0183000006, 247235.90089999977 2546754.817399999, 247250.91220000014 2546754.2169000003, 247249.11089999974 2546756.6186999995, 247235.90089999977 2546756.0183000006), (247251.51269999985 2546754.817399999, 247252.11309999973 2546754.817399999, 247252.11309999973 2546755.4178, 247251.51269999985 2546754.817399999), (247235.30040000007 2546755.4178, 247234.7000000002 2546755.4178, 247234.7000000002 2546754.817399999, 247235.30040000007 2546755.4178))"
3,"POLYGON ((245503.43890000042 2546744.5538, 245501.75 2546744.5538, 245501.75 2546741.5515, 245502.3504999997 2546741.5515, 245502.3504999997 2546741.012, 245501.0371000003 2546739.8111000005, 245501.0371000003 2546742.8134000003, 245500.0022 2546742.8134000003, 245500.58609999996 2546749.531199999, 245503.43890000042 2546748.8179, 245503.43890000042 2546744.5538))"
6,"POLYGON ((246449.70270000026 2546753.715399999, 246446.97699999996 2546742.1314000003, 246435.56840000022 2546743.3323, 246435.56840000022 2546756.542300001, 246449.70270000026 2546753.715399999))"
6,"POLYGON ((244517.68159999978 2546755.7015000004, 244517.68159999978 2546741.8911000006, 244503.27070000023 2546742.4915999994, 244503.27070000023 2546756.301999999, 244517.68159999978 2546755.7015000004))"
4,"POLYGON ((244579.74920000043 2546810.6589, 244577.14419999998 2546799.7397000007, 244578.46129999962 2546769.5644000005, 244584.3320000004 2546743.092, 244564.517 2546742.4915999994, 244568.11980000045 2546771.3133000005, 244566.35309999995 2546774.2578, 244568.15730000008 2546812.9773999993, 244579.74920000043 2546810.6589), (244568.72020000033 2546771.9137999993, 244569.32070000004 2546771.9137999993, 244569.32070000004 2546772.5143, 244568.72020000033 2546771.9137999993), (244569.92109999992 2546770.7128999997, 244570.52159999963 2546770.7128999997, 244570.52159999963 2546771.3133000005, 244569.92109999992 2546770.7128999997), (244568.72020000033 2546759.9047, 244569.32070000004 2546759.9047, 244569.32070000004 2546761.1055999994, 244568.72020000033 2546759.9047))"
5,"POLYGON ((244888.19859999977 2546753.6162, 244884.59580000024 2546741.0066, 244875.5889999997 2546743.408500001, 244876.18950000033 2546754.8170999996, 244878.59130000044 2546755.4175000004, 244888.19859999977 2546753.6162))"
7,"POLYGON ((245607.4506000001 2546782.148, 245608.6514999997 2546780.9471000005, 245608.6514999997 2546782.148, 245607.4506000001 2546782.148, 245609.75480000023 2546797.7019999996, 245621.06510000024 2546795.524700001, 245615.41440000013 2546752.113500001, 245587.6355999997 2546750.9244, 245571.2012 2546748.8703000005, 245561.8161000004 2546749.7235000003, 245558.21329999994 2546747.9221, 245564.21789999958 2546745.520300001, 245563.61739999987 2546744.9199, 245564.8183000004 2546744.9199, 245564.8183000004 2546742.518100001, 245558.21329999994 2546741.9176000003, 245557.01240000036 2546746.7212000005, 245556.41199999955 2546747.9221, 245556.41199999955 2546746.7212000005, 245557.01240000036 2546746.7212000005, 245555.21109999996 2546744.9199, 245554.61060000025 2546748.5226000007, 245557.01240000036 2546748.5226000007, 245556.41199999955 2546750.323999999, 245552.3236999996 2546751.1415999997, 245547.40519999992 2546745.520300001, 245553.40969999973 2546768.3376, 245556.94639999978 2546770.5480000004, 245558.21329999994 2546785.7507000007, 245575.0259999996 2546780.3466999996, 245572.62420000043 2546775.5429999996, 245572.62420000043 2546767.9373000003, 245573.82510000002 2546767.1367000006, 245580.6299999999 2546767.7037000004, 245581.23869999964 2546771.3398, 245577.42789999954 2546771.3398, 245579.9512 2546789.0032, 245571.87060000002 2546790.5544000007, 245572.93319999985 2546785.2009999994, 245558.2564000003 2546787.7534, 245559.91339999996 2546804.3213, 245571.45990000013 2546806.245100001, 245578.7326999996 2546804.628900001, 245579.40890000015 2546798.5446000006, 245607.4506000001 2546795.357999999, 245604.44830000028 2546786.9517, 245592.4391999999 2546786.3511999995, 245593.03969999962 2546783.9494000003, 245607.4506000001 2546782.148), (245593.03969999962 2546781.5475999992, 245594.24060000014 2546781.5475999992, 245594.24060000014 2546782.148, 245593.03969999962 2546781.5475999992), (245592.4391999999 2546771.940300001, 245597.84329999983 2546770.7393999994, 245594.24060000014 2546764.7348999996, 245599.64470000006 2546764.7348999996, 245603.84779999964 2546774.9426000006, 245591.83880000003 2546777.3444, 245592.4391999999 2546771.940300001), (245605.64919999987 2546773.1412000004, 245608.6514999997 2546771.940300001, 245607.4506000001 2546773.741699999, 245605.64919999987 2546773.1412000004), (245593.03969999962 2546764.134400001, 245593.03969999962 2546767.1367000006, 245588.8365000002 2546767.1367000006, 245590.0373999998 2546762.3330000006, 245588.23599999957 2546759.9311999995, 245589.4369000001 2546755.728, 245591.83880000003 2546764.134400001, 245593.03969999962 2546764.134400001), (245572.02379999962 2546760.5317, 245572.02379999962 2546761.7325999998, 245569.97970000003 2546761.7325999998, 245569.3657999998 2546755.6340999994, 245582.23149999976 2546752.1252999995, 245582.23149999976 2546753.9266999997, 245572.02379999962 2546760.5317), (245588.23599999957 2546754.5271000005, 245588.8365000002 2546754.5271000005, 245588.8365000002 2546755.1275999993, 245588.23599999957 2546754.5271000005), (245573.22470000014 2546763.5339, 245572.62420000043 2546763.5339, 245572.62420000043 2546762.9334999993, 245573.22470000014 2546763.5339), (245573.82510000002 2546765.3353000004, 245573.82510000002 2546766.5362, 245572.62420000043 2546766.5362, 245572.62420000043 2546765.3353000004, 245573.82510000002 2546765.3353000004), (245569.0214999998 2546770.7393999994, 245567.22009999957 2546771.3398, 245567.22009999957 2546770.1389000006, 245569.0214999998 2546770.7393999994), (245563.61739999987 2546771.3398, 245563.017 2546771.3398, 245563.017 2546770.7393999994, 245563.61739999987 2546771.3398), (245565.4188000001 2546770.7393999994, 245566.01919999998 2546770.7393999994, 245566.01919999998 2546771.3398, 245565.4188000001 2546770.7393999994))"
10,"POLYGON ((245965.40259999968 2546745.7238, 245963.60120000038 2546740.9200999998, 245958.79760000017 2546741.5206000004, 245960.5990000004 2546746.3242000006, 245965.40259999968 2546745.7238))"
9,"POLYGON ((246880.74679999985 2546776.7607000005, 246880.74679999985 2546774.3588999994, 246880.14630000014 2546774.3588999994, 246880.14630000014 2546771.9571, 246880.74679999985 2546771.9571, 246880.74679999985 2546768.3543, 246878.1853 2546760.380999999, 246879.30460000038 2546744.7128, 246860.76319999993 2546743.8827, 246865.73539999966 2546774.9593, 246877.74450000003 2546776.7607000005, 246880.74679999985 2546776.7607000005), (246871.74000000022 2546753.3430000003, 246872.3404000001 2546753.3430000003, 246872.3404000001 2546753.9433999993, 246871.74000000022 2546753.3430000003))"
9,"POLYGON ((244595.91999999993 2546757.0612000003, 244595.91999999993 2546740.8488999996, 244586.91309999954 2546742.049799999, 244586.91309999954 2546757.0612000003, 244595.91999999993 2546757.0612000003))"
10,"POLYGON ((245185.4583999999 2546748.522500001, 245193.86479999963 2546748.522500001, 245193.26439999975 2546742.517999999, 245175.85120000038 2546741.9175000004, 245176.45160000026 2546750.3238999993, 245185.4583999999 2546748.522500001))"
4,"POLYGON ((244564.58609999996 2546758.4209000003, 244562.18429999985 2546740.4071999993, 244547.17300000042 2546741.0077, 244547.7734000003 2546757.2200000007, 244557.98110000044 2546759.6218, 244564.58609999996 2546758.4209000003))"
6,"POLYGON ((244664.97219999973 2546751.990700001, 244664.97219999973 2546741.4493000004, 244648.75989999995 2546742.049799999, 244651.78830000013 2546754.9203999992, 244664.97219999973 2546751.990700001))"
39,"POLYGON ((244750.36950000003 2546795.853700001, 244751.57039999962 2546777.8400999997, 244749.76910000015 2546762.8288000003, 244740.16179999989 2546765.8310000002, 244738.98479999974 2546795.2589999996, 244728.70830000006 2546765.569599999, 244730.45299999975 2546743.4702000003, 244694.5691999998 2546751.6252999995, 244695.8013000004 2546766.6728000008, 244717.50329999998 2546767.6056999993, 244716.74409999978 2546796.4541999996, 244725.75090000033 2546797.655099999, 244750.36950000003 2546795.853700001))"
6,"POLYGON ((244849.68369999994 2546754.8170999996, 244850.28419999965 2546742.2075999994, 244837.76040000003 2546742.2075999994, 244838.96129999962 2546754.8170999996, 244849.68369999994 2546754.8170999996))"
14,"POLYGON ((246799.43829999957 2546762.5265999995, 246797.70129999984 2546739.9508999996, 246768.88410000037 2546741.2039, 246773.75310000032 2546764.4376, 246790.90490000043 2546765.1523, 246799.43829999957 2546762.5265999995))"
3,"POLYGON ((245489.62849999964 2546737.1139, 245484.8247999996 2546737.1139, 245487.22670000046 2546752.420600001, 245496.2335000001 2546754.221999999, 245495.03259999957 2546738.610200001, 245489.62849999964 2546737.1139))"
10,"POLYGON ((246855.10190000013 2546752.7764, 246856.3027999997 2546738.966, 246841.89190000016 2546740.1668999996, 246843.09279999975 2546753.9772999994, 246855.10190000013 2546752.7764))"
10,"POLYGON ((244609.12990000006 2546752.857999999, 244609.12990000006 2546739.648, 244598.9221999999 2546740.248400001, 244600.12310000043 2546752.857999999, 244609.12990000006 2546752.857999999))"
7,"POLYGON ((246755.06070000026 2546770.7968000006, 246755.06070000026 2546738.1928000003, 246730.68609999958 2546742.0413000006, 246711.9265999999 2546739.0288999993, 246692.01300000027 2546745.9987000003, 246692.61349999998 2546752.603700001, 246720.23429999966 2546750.2018999998, 246720.73560000025 2546754.0370000005, 246717.85030000005 2546755.1839000005, 246707.0242999997 2546755.0055, 246708.27770000044 2546769.4185000006, 246742.45260000043 2546771.9976000004, 246755.06070000026 2546770.7968000006), (246704.6224999996 2546747.8000000007, 246705.8234000001 2546747.8000000007, 246705.22300000023 2546749.601399999, 246704.6224999996 2546747.8000000007), (246705.22300000023 2546746.5990999993, 246705.8234000001 2546746.5990999993, 246705.8234000001 2546747.1996, 246705.22300000023 2546746.5990999993))"
4,"POLYGON ((245102.59580000024 2546743.1184, 245101.9952999996 2546738.3148, 245093.5889999997 2546740.1161, 245094.18939999957 2546744.9198000003, 245099.59350000042 2546745.520199999, 245102.59580000024 2546743.1184))"
9,"POLYGON ((245174.04980000015 2546749.7234000005, 245174.04980000015 2546741.317, 245160.2394000003 2546738.3148, 245137.42210000008 2546740.1161, 245138.62299999967 2546748.522500001, 245162.04069999978 2546750.3238999993, 245174.04980000015 2546749.7234000005))"
4,"POLYGON ((246669.33829999994 2546757.0714999996, 246668.1372999996 2546737.2565, 246657.32919999957 2546739.6582999993, 246654.9274000004 2546759.4733000007, 246669.33829999994 2546757.0714999996))"
6,"POLYGON ((244495.4648000002 2546750.2974999994, 244495.4648000002 2546737.6878999993, 244479.71499999985 2546738.3442, 244480.45349999983 2546750.8979, 244495.4648000002 2546750.2974999994))"
11,"POLYGON ((246838.28920000046 2546754.2346, 246838.28920000046 2546737.1646, 246825.6797000002 2546737.7651000004, 246826.2801000001 2546753.3769000005, 246838.28920000046 2546754.2346))"
3,"POLYGON ((246564.71669999976 2546753.2040999997, 246564.11629999988 2546751.4027999993, 246562.9154000003 2546751.4027999993, 246561.71449999977 2546746.5990999993, 246557.34410000034 2546745.6280000005, 246558.3958999999 2546739.9902, 246549.3172000004 2546739.920600001, 246547.30360000022 2546752.0032, 246553.30810000002 2546753.8046000004, 246564.71669999976 2546753.2040999997))"
10,"POLYGON ((245369.19739999995 2546753.3260999992, 245370.39829999954 2546748.522500001, 245367.99650000036 2546744.9198000003, 245363.79330000002 2546744.3192999996, 245363.79330000002 2546737.1139, 245361.3914999999 2546737.1139, 245361.9918999998 2546755.7279000003, 245369.19739999995 2546753.3260999992))"
12,"POLYGON ((246641.82550000027 2546752.6382999998, 246654.6853 2546747.4945, 246655.9857999999 2546735.7909999993, 246636.17080000043 2546735.7909999993, 246636.85979999974 2546752.3291999996, 246641.82550000027 2546752.6382999998), (246643.37619999982 2546745.3981999997, 246643.97670000046 2546745.3981999997, 246643.97670000046 2546745.9987000003, 246643.37619999982 2546745.3981999997), (246645.17760000005 2546744.1973, 246645.77799999993 2546744.1973, 246645.77799999993 2546744.7978000008, 246645.17760000005 2546744.1973))"
4,"POLYGON ((245358.3892000001 2546756.328400001, 245357.18829999957 2546737.714299999, 245352.34509999957 2546738.594900001, 245337.3733000001 2546737.6591999996, 245337.3733000001 2546735.41, 245330.50910000037 2546736.6522000004, 245347.9813000001 2546754.3260999992, 245348.18149999995 2546756.9288999997, 245358.3892000001 2546756.328400001))"
3,"POLYGON ((246163.17069999967 2546748.7103000004, 246164.3716000002 2546734.2994999997, 246151.76209999993 2546734.2994999997, 246151.76209999993 2546749.9113, 246163.17069999967 2546748.7103000004))"
4,"POLYGON ((246178.18209999986 2546748.7103000004, 246175.78019999992 2546734.8999000005, 246166.7734000003 2546734.8999000005, 246166.7734000003 2546750.5117000006, 246178.18209999986 2546748.7103000004))"
3,"POLYGON ((245852.9589999998 2546739.3018999994, 245848.7558000004 2546736.2996999994, 245840.34949999955 2546735.0987, 245836.14630000014 2546736.2996999994, 245836.74679999985 2546741.1032999996, 245839.14859999996 2546741.7037000004, 245839.14859999996 2546742.9046, 245840.94990000036 2546743.5051000006, 245852.9589999998 2546739.3018999994))"
10,"POLYGON ((246144.55659999978 2546751.634299999, 246144.55659999978 2546733.698999999, 246124.74170000013 2546734.2994999997, 246124.74170000013 2546749.9113, 246144.55659999978 2546751.634299999))"
10,"POLYGON ((245685.8049999997 2546737.114, 245685.20459999982 2546733.5111999996, 245676.19770000037 2546732.9108000007, 245676.19770000037 2546737.714400001, 245685.8049999997 2546737.114))"
3,"POLYGON ((246544.9018000001 2546751.4027999993, 246540.8986999998 2546738.5932, 246545.6967000002 2546737.1169000007, 246543.2235000003 2546731.5878, 246525.68719999958 2546732.1882000007, 246526.28770000022 2546737.5922999997, 246532.29220000003 2546739.9941000007, 246529.89039999992 2546746.5990999993, 246530.49089999963 2546750.8023000006, 246540.09810000006 2546752.0032, 246544.9018000001 2546751.4027999993), (246536.49540000036 2546738.7931999993, 246535.89499999955 2546740.5945999995, 246535.89499999955 2546739.9941000007, 246536.49540000036 2546738.7931999993))"
7,"POLYGON ((245795.31539999973 2546741.1032999996, 245795.91590000037 2546733.2973999996, 245788.71040000021 2546733.2973999996, 245788.11000000034 2546742.304199999, 245795.31539999973 2546741.1032999996))"
11,"POLYGON ((247237.1018000003 2546730.7992000002, 247236.50129999965 2546731.399599999, 247236.50129999965 2546730.7992000002, 247237.1018000003 2546730.7992000002, 247236.50129999965 2546729.5983000007, 247233.49909999967 2546736.8037, 247234.0558000002 2546740.701199999, 247258.96949999966 2546740.7180000003, 247260.5636 2546733.8104, 247242.50590000022 2546730.1986999996, 247237.1018000003 2546730.7992000002))"
5,"POLYGON ((245455.40259999968 2546732.910700001, 245450.8591 2546732.910700001, 245450.8591 2546732.3102, 245452.0599999996 2546732.3102, 245452.0599999996 2546731.7097999994, 245455.06230000034 2546731.7097999994, 245455.06230000034 2546731.1093000006, 245455.40259999968 2546731.1093000006, 245455.40259999968 2546729.0029000007, 245453.86139999982 2546728.4025, 245453.86139999982 2546728.7074999996, 245449.6582000004 2546728.7074999996, 245449.6582000004 2546728.4025, 245442.79310000036 2546728.4025, 245442.79310000036 2546738.610200001, 245456.00310000032 2546736.8088000007, 245455.40259999968 2546732.910700001))"
9,"POLYGON ((246976.8345999997 2546739.5547, 246977.35020000022 2546730.7902000006, 246961.25800000038 2546729.6407999992, 246961.25800000038 2546740.1766999997, 246976.8345999997 2546739.5547))"
4,"POLYGON ((247168.65000000037 2546735.0023999996, 247169.25050000008 2546730.7992000002, 247165.64780000038 2546728.9978, 247160.84410000034 2546730.1986999996, 247162.04499999993 2546736.8037, 247168.65000000037 2546735.0023999996))"
