height,geometry
5,"POLYGON ((246590.28189999983 2548047.3861, 246588.5268000001 2548039.4878000002, 246589.29289999977 2548037.9553999994, 246587.88009999972 2548035.9773999993, 246571.66779999994 2548035.9773999993, 246572.86870000046 2548052.1897, 246590.28189999983 2548047.3861), (246574.67009999976 2548043.7832999993, 246575.27049999963 2548042.5823999997, 246576.47140000015 2548043.7832999993, 246574.67009999976 2548043.7832999993))"
4,"POLYGON ((244690.21769999992 2548043.6180000007, 244690.81819999963 2548046.0198999997, 244689.61730000004 2548046.0198999997, 244690.21769999992 2548043.6180000007, 244689.01680000033 2548043.6180000007, 244689.61730000004 2548041.2161999997, 244687.21549999993 2548040.0153, 244675.99129999988 2548041.6187999994, 244676.58800000045 2548052.3500999995, 244677.81269999966 2548055.411699999, 244690.81819999963 2548052.6249, 244690.81819999963 2548052.0243999995, 244690.81819999963 2548052.6249, 244697.42320000008 2548055.0266999993, 244701.62640000042 2548049.6226000004, 244701.62640000042 2548044.819, 244695.02139999997 2548041.8167000003, 244695.02139999997 2548040.6158000007, 244693.82050000038 2548040.6158000007, 244693.82050000038 2548040.0153, 244693.21999999974 2548040.0153, 244693.21999999974 2548040.6158000007, 244692.61950000003 2548040.6158000007, 244692.61950000003 2548041.2161999997, 244690.21769999992 2548043.6180000007), (244696.22229999956 2548043.6180000007, 244695.62179999985 2548043.6180000007, 244695.62179999985 2548043.0176, 244696.22229999956 2548043.6180000007))"
7,"POLYGON ((245121.5049999999 2548043.3762999997, 245122.1054999996 2548044.5771999992, 245121.5049999999 2548044.5771999992, 245121.5049999999 2548043.3762999997, 245111.89769999962 2548045.7781000007, 245111.29729999974 2548048.1799, 245112.49820000026 2548048.1799, 245113.09869999997 2548051.7826000005, 245123.30640000012 2548049.9813, 245122.1054999996 2548045.1776, 245131.71270000003 2548042.775800001, 245131.71270000003 2548037.8221000005, 245119.70359999966 2548038.5725999996, 245121.5049999999 2548043.3762999997))"
17,"POLYGON ((245389.85419999994 2548054.0782999992, 245387.3677000003 2548035.0727999993, 245376.2231999999 2548036.9300999995, 245380.00040000025 2548052.9835, 245389.85419999994 2548054.0782999992))"
5,"POLYGON ((247033.07189999986 2548051.8792000003, 247031.90979999956 2548043.1637999993, 247015.6975999996 2548039.5611000005, 247002.48759999964 2548039.5611000005, 247000.08579999954 2548035.3578999992, 246994.6816999996 2548036.5588000007, 246994.6816999996 2548041.9628999997, 247003.08800000045 2548041.9628999997, 247003.08800000045 2548044.9651999995, 246983.87349999975 2548048.5679, 246986.01620000042 2548057.1383999996, 247033.07189999986 2548051.8792000003))"
13,"POLYGON ((244936.81280000042 2548064.6054, 244936.81280000042 2548040.0111999996, 244921.98149999976 2548039.3663, 244919.57969999965 2548063.9848999996, 244931.58880000003 2548065.185799999, 244936.81280000042 2548064.6054))"
4,"POLYGON ((244671.00320000015 2548049.6226000004, 244671.00320000015 2548038.8144000005, 244663.19730000012 2548038.8144000005, 244652.38910000026 2548037.613500001, 244639.1791000003 2548039.4148999993, 244640.3799999999 2548049.0220999997, 244657.1928000003 2548052.0243999995, 244668.00090000033 2548052.0243999995, 244671.00320000015 2548049.6226000004))"
4,"POLYGON ((246813.90730000008 2548041.2227999996, 246810.9051000001 2548032.216, 246796.4941999996 2548034.617799999, 246798.89599999972 2548046.6269000005, 246800.09690000024 2548047.2273999993, 246813.90730000008 2548041.2227999996))"
7,"POLYGON ((245109.1266999999 2548039.6701999996, 245106.54470000044 2548031.9244, 245099.51939999964 2548034.2662000004, 245100.72030000016 2548041.4716, 245101.92129999958 2548042.0721000005, 245109.1266999999 2548039.6701999996))"
13,"POLYGON ((246317.3803000003 2548049.787900001, 246314.37810000032 2548030.5733000003, 246297.56539999973 2548034.1761000007, 246301.16810000036 2548044.3838, 246301.76850000024 2548053.3905999996, 246317.3803000003 2548049.787900001))"
3,"POLYGON ((246506.21829999983 2548040.1806000005, 246505.61789999995 2548030.5733000003, 246496.0105999997 2548032.3747000005, 246499.01290000044 2548040.7810999993, 246506.21829999983 2548040.1806000005))"
3,"POLYGON ((247213.84740000032 2548051.5702, 247215.0482999999 2548031.7552000005, 247203.63970000017 2548032.3555999994, 247203.63970000017 2548051.5702, 247213.84740000032 2548051.5702))"
8,"POLYGON ((246893.20500000007 2548035.3578999992, 246893.20500000007 2548031.1547, 246889.60219999962 2548033.5566000007, 246890.20270000026 2548035.9584, 246893.20500000007 2548035.3578999992))"
3,"POLYGON ((247201.23790000007 2548051.5702, 247198.23560000025 2548031.1547, 247188.62829999998 2548032.3555999994, 247188.62829999998 2548052.7710999995, 247201.23790000007 2548051.5702))"
3,"POLYGON ((245432.84030000027 2548047.579399999, 245433.44079999998 2548030.7666999996, 245410.02309999987 2548031.3671000004, 245409.42260000017 2548047.579399999, 245419.63040000014 2548046.9790000003, 245422.03220000025 2548032.5681, 245423.23309999984 2548042.1753000002, 245422.63260000013 2548047.579399999, 245432.84030000027 2548047.579399999), (245424.43400000036 2548040.9744000006, 245429.23759999964 2548040.9744000006, 245429.23759999964 2548041.5748999994, 245424.43400000036 2548040.9744000006))"
14,"POLYGON ((246332.99210000038 2548029.3724000007, 246317.3803000003 2548029.9728999995, 246319.78220000025 2548050.3882999998, 246335.39400000032 2548047.9865000006, 246332.99210000038 2548029.3724000007))"
4,"POLYGON ((245455.05709999986 2548065.5930000003, 245456.25800000038 2548060.7894, 245455.65759999957 2548049.9812000003, 245446.65079999994 2548049.9812000003, 245444.38790000044 2548046.2097999994, 245456.25800000038 2548045.1776, 245459.57139999978 2548033.0286999997, 245448.27390000038 2548029.8038, 245437.59640000015 2548031.3292999994, 245438.2444000002 2548048.1799, 245436.4430999998 2548049.3807999995, 245436.4430999998 2548065.5930000003, 245455.05709999986 2548065.5930000003), (245439.4452999998 2548047.579399999, 245438.8448999999 2548048.1799, 245438.8448999999 2548047.579399999, 245439.4452999998 2548047.579399999, 245440.04580000043 2548047.579399999, 245439.4452999998 2548047.579399999), (245445.44990000036 2548043.3762, 245446.05030000024 2548043.3762, 245446.05030000024 2548043.9767000005, 245445.44990000036 2548043.3762))"
5,"POLYGON ((245159.90780000016 2548045.4398999996, 245159.06060000043 2548030.1970000006, 245149.75380000006 2548031.6861000005, 245146.71899999958 2548045.4398999996, 245159.90780000016 2548045.4398999996))"
17,"POLYGON ((245405.81989999954 2548045.778000001, 245405.81989999954 2548028.9652999993, 245395.01169999968 2548028.3649000004, 245395.61220000032 2548045.778000001, 245405.81989999954 2548045.778000001))"
6,"POLYGON ((246163.6640999997 2548040.1806000005, 246162.46320000011 2548026.9705999997, 246128.4731999999 2548033.2651000004, 246104.97169999965 2548033.8244000003, 246103.01829999965 2548040.1806000005, 246105.42009999976 2548047.9865000006, 246163.6640999997 2548040.1806000005))"
7,"POLYGON ((246432.77329999954 2548060.0588000007, 246427.7888000002 2548027.8003000002, 246400.53839999996 2548031.7742999997, 246408.95010000002 2548067.9999, 246432.77329999954 2548060.0588000007), (246420.95390000008 2548056.3928999994, 246420.95390000008 2548055.192, 246424.55659999978 2548055.192, 246424.55659999978 2548056.3928999994, 246420.95390000008 2548056.3928999994), (246404.14109999966 2548044.3838, 246408.3443 2548044.3838, 246406.5429999996 2548046.785599999, 246404.14109999966 2548045.5846999995, 246404.14109999966 2548044.3838))"
7,"POLYGON ((245039.3389999997 2548043.2174999993, 245039.3389999997 2548033.0098, 245019.5240000002 2548032.4092999995, 245020.7248999998 2548040.2151999995, 245020.1244000001 2548043.2174999993, 245035.73620000016 2548046.219799999, 245039.3389999997 2548043.2174999993))"
4,"POLYGON ((247240.86780000012 2548038.9606, 247242.0686999997 2548030.554300001, 247241.46829999983 2548027.551999999, 247226.45689999964 2548028.2047000006, 247226.45689999964 2548039.5611000005, 247240.86780000012 2548038.9606))"
6,"POLYGON ((247285.90189999994 2548041.4889, 247285.90189999994 2548027.551999999, 247269.68960000016 2548028.1525, 247272.09140000027 2548040.762, 247285.90189999994 2548041.4889))"
4,"POLYGON ((244770.39780000038 2548043.7216999996, 244766.79509999976 2548034.1143999994, 244748.18099999987 2548033.5140000004, 244749.98230000027 2548044.9225999992, 244761.39099999983 2548046.1235000007, 244770.39780000038 2548043.7216999996))"
13,"POLYGON ((246244.72539999988 2548044.3838, 246241.12270000018 2548032.3747000005, 246241.12270000018 2548025.7697, 246224.3099999996 2548026.9705999997, 246227.91270000022 2548047.3861, 246244.72539999988 2548044.3838))"
5,"POLYGON ((246772.4759999998 2548038.2205, 246773.07639999967 2548037.620100001, 246773.07639999967 2548038.2205, 246772.4759999998 2548038.2205, 246748.45779999997 2548046.0264999997, 246748.62469999958 2548047.1948000006, 246720.7597000003 2548052.6131999996, 246722.03789999988 2548062.8391999993, 246779.08100000024 2548049.0286999997, 246774.27740000002 2548036.4191999994, 246773.07639999967 2548025.6109999996, 246737.04920000024 2548034.617799999, 246738.85059999954 2548044.2250999995, 246771.2751000002 2548037.620100001, 246772.4759999998 2548038.2205))"
12,"POLYGON ((247256.4796000002 2548038.360200001, 247255.87920000032 2548027.551999999, 247246.87239999976 2548027.551999999, 247245.07100000046 2548038.9606, 247249.87459999975 2548039.5611000005, 247256.4796000002 2548038.360200001))"
10,"POLYGON ((247340.1431 2548042.1670999993, 247339.34229999967 2548029.3533999994, 247333.93819999974 2548026.9516000003, 247312.32180000003 2548029.3533999994, 247313.49149999954 2548042.8037, 247327.93520000018 2548044.6086999997, 247340.1431 2548042.1670999993), (247329.13460000046 2548032.3555999994, 247328.53409999982 2548038.360200001, 247328.53409999982 2548034.1569999997, 247329.13460000046 2548032.3555999994))"
7,"POLYGON ((245008.44689999986 2548041.1677, 245006.04509999976 2548031.5604999997, 244984.42870000005 2548035.7635999992, 244984.42870000005 2548042.9691000003, 244999.44010000024 2548043.5694999993, 245008.44689999986 2548041.1677))"
6,"POLYGON ((247304.5826000003 2548038.9606, 247303.91550000012 2548026.9516000003, 247289.50459999964 2548027.551999999, 247290.10510000028 2548038.9606, 247304.5826000003 2548038.9606))"
4,"POLYGON ((244745.65500000026 2548040.4915999994, 244743.25320000015 2548030.2839, 244725.23959999997 2548030.884400001, 244727.2410000004 2548043.5605999995, 244745.65500000026 2548040.4915999994))"
4,"POLYGON ((247063.1333999997 2548037.1592999995, 247061.9325000001 2548026.3510999996, 247052.32529999968 2548026.9516000003, 247052.92569999956 2548035.9584, 247061.33210000023 2548037.7597000003, 247063.1333999997 2548037.1592999995))"
9,"POLYGON ((246222.5086000003 2548069.6029000003, 246217.10450000037 2548023.367900001, 246206.29629999958 2548024.5688000005, 246208.69820000045 2548070.2032999992, 246222.5086000003 2548069.6029000003), (246209.89910000004 2548041.982000001, 246212.90130000003 2548041.982000001, 246212.90130000003 2548043.1829000004, 246209.89910000004 2548041.982000001))"
5,"POLYGON ((246652.14290000033 2548047.1290000007, 246649.38289999962 2548023.2092000004, 246636.7734000003 2548026.2115, 246642.20150000043 2548042.4957999997, 246639.1752000004 2548044.2250999995, 246642.17750000022 2548053.8323999997, 246643.3783999998 2548054.4328000005, 246652.14290000033 2548047.1290000007))"
5,"POLYGON ((247067.93709999975 2548038.360200001, 247070.33889999986 2548039.5611000005, 247084.74980000034 2548036.5588000007, 247088.35250000004 2548031.1547, 247085.22620000038 2548025.9441, 247066.29470000044 2548026.5637, 247064.93479999993 2548040.1614999995, 247067.93709999975 2548038.360200001))"
6,"POLYGON ((244492.35670000035 2548038.4657000005, 244492.35670000035 2548028.2578999996, 244476.74490000028 2548029.458900001, 244476.14439999964 2548040.267000001, 244492.35670000035 2548038.4657000005))"
6,"POLYGON ((244506.7675999999 2548036.6643000003, 244504.62310000043 2548028.0864000004, 244495.35890000034 2548028.8584000003, 244495.95940000005 2548037.8652, 244506.7675999999 2548036.6643000003))"
3,"POLYGON ((246692.01520000026 2548026.811899999, 246689.61330000032 2548022.6086999997, 246686.61110000033 2548023.809699999, 246687.81199999992 2548028.6132999994, 246692.01520000026 2548026.811899999))"
4,"POLYGON ((247033.62550000008 2548039.5611000005, 247034.31159999967 2548025.1502, 247020.50119999982 2548025.7507000007, 247018.6997999996 2548032.9561, 247020.1677000001 2548039.5611000005, 247033.62550000008 2548039.5611000005))"
6,"POLYGON ((244453.92760000005 2548039.6666, 244453.92760000005 2548027.6575000007, 244438.31579999998 2548030.0593, 244440.1172000002 2548038.4657000005, 244453.92760000005 2548039.6666))"
5,"POLYGON ((244472.54169999994 2548040.267000001, 244472.54169999994 2548030.6598000005, 244456.92989999987 2548028.2578999996, 244456.32940000016 2548040.8674999997, 244472.54169999994 2548040.267000001))"
4,"POLYGON ((244720.56010000035 2548041.3199000005, 244716.95739999972 2548029.310799999, 244700.74509999994 2548031.1121999994, 244700.14470000006 2548041.9202999994, 244706.74969999958 2548042.5208, 244720.56010000035 2548041.3199000005))"
7,"POLYGON ((245115.73170000035 2548033.065300001, 245114.53079999983 2548024.6589, 245110.32760000043 2548023.4580000006, 245106.7248999998 2548025.8597999997, 245110.32760000043 2548034.8665999994, 245115.73170000035 2548033.065300001))"
6,"POLYGON ((245202.86649999954 2548042.775800001, 245201.06510000024 2548033.7689999994, 245194.4600999998 2548033.1685000006, 245193.2592000002 2548024.7621999998, 245189.3032999998 2548023.5754000004, 245174.20529999956 2548032.0249000005, 245177.64740000013 2548040.9744000006, 245189.65649999958 2548037.3717, 245198.66330000013 2548043.3762, 245202.86649999954 2548042.775800001))"
3,"POLYGON ((246434.85309999995 2548038.3409, 246456.21219999995 2548036.125499999, 246453.9787999997 2548022.1669999994, 246443.17059999984 2548025.1692999993, 246432.9628999997 2548026.3702000007, 246434.85309999995 2548038.3409))"
3,"POLYGON ((247015.0970999999 2548036.5588000007, 247014.49670000002 2548023.9493000004, 247002.48759999964 2548026.3510999996, 247003.68850000016 2548036.5588000007, 247013.29580000043 2548038.360200001, 247015.0970999999 2548036.5588000007))"
4,"POLYGON ((245928.30680000037 2548036.8608, 245933.22429999989 2548030.7139999997, 245933.5921 2548026.162799999, 245912.09449999966 2548021.249, 245908.8803000003 2548022.626599999, 245910.51819999982 2548039.8255000003, 245928.30680000037 2548036.8608))"
7,"POLYGON ((246078.39960000012 2548034.1761000007, 246079.00009999983 2548032.9751999993, 246079.60059999954 2548034.1761000007, 246095.81280000042 2548032.9751999993, 246094.01150000002 2548022.1669999994, 246054.9819 2548026.9705999997, 246055.58239999972 2548038.979699999, 246078.39960000012 2548034.1761000007))"
7,"POLYGON ((246860.79119999986 2548031.7742999997, 246858.98979999963 2548021.5665000007, 246843.9785000002 2548025.7697, 246844.5789999999 2548034.1761000007, 246860.79119999986 2548031.7742999997))"
14,"POLYGON ((246278.53419999965 2548039.874399999, 246275.51520000026 2548021.5405, 246256.1339999996 2548024.5688000005, 246260.33719999995 2548043.1829000004, 246278.53419999965 2548039.874399999), (246260.33719999995 2548034.1761000007, 246262.73900000006 2548034.7764999997, 246262.13860000018 2548035.3770000003, 246260.33719999995 2548034.1761000007))"
4,"POLYGON ((246520.02880000044 2548038.3792000003, 246520.02880000044 2548032.3747000005, 246523.63150000013 2548037.1783000007, 246530.83690000046 2548035.3770000003, 246529.80090000015 2548023.4628, 246509.03000000026 2548029.1435000002, 246510.42150000017 2548039.5801999997, 246520.02880000044 2548038.3792000003))"
